Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
"CC","Food Supply - Crops Primary Equivalent","117","Republic of Korea","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","118","Kuwait","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","120","Lao People's Democratic Republic","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","26.54","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","121","Lebanon","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","1.55","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","123","Liberia","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","11.76","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.50","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","1.22","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","129","Madagascar","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","4.87","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","129","Madagascar","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","5.13","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","131","Malaysia","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","3.50","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","138","Mexico","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.48","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","138","Mexico","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","0.45","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","144","Mozambique","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.11","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","144","Mozambique","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","0.67","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","149","Nepal","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","38.20","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","149","Nepal","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","40.33","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","159","Nigeria","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.41","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","159","Nigeria","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","0.25","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","162","Norway","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","165","Pakistan","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","54.33","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","165","Pakistan","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","22.09","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","171","Philippines","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","1.37","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","171","Philippines","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","0.10","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","181","Zimbabwe","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","181","Zimbabwe","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","194","Saudi Arabia","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.20","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","197","Sierra Leone","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","206","Sudan (former)","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","7.28","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","207","Suriname","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","6.42","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","210","Sweden","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","214","China, Taiwan Province of","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","5.70","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","214","China, Taiwan Province of","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","1.25","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","215","United Republic of Tanzania","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.09","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","215","United Republic of Tanzania","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","1.14","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","216","Thailand","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","40.28","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","216","Thailand","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","51.15","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.00","Fc","Calculated data"
